txn_id,ts,account,amount,channel
T00490,2024-02-24T10:37:00,A0231,12982.63,branch
T00491,2024-02-13T14:01:00,A0312,38767.78,atm
T00492,2024-02-22T14:58:00,A0159,16870.58,atm
T00493,2024-08-03T11:24:00,A0630,19392.91,atm
T00494,2024-01-04T10:39:00,A0373,31354.73,branch
T00495,2024-07-14T10:53:00,A0511,38354.79,atm
T00496,2024-01-05T13:40:00,A0728,36108.11,app
T00497,2024-11-04T16:11:00,A0551,4447.89,web
T00498,2024-05-20T17:24:00,A0046,22790.80,app
T00499,2024-01-03T10:39:00,A0207,31816.95,atm
T00500,2024-01-28T20:36:00,A0098,6389.41,app
T00501,2024-02-18T13:13:00,A0012,33979.94,web
T00502,2024-08-15T15:06:00,A0723,37957.95,web
T00503,2024-02-23T19:57:00,A0021,33469.18,web
T00504,2024-12-21T16:44:00,A0435,9971.41,app
T00505,2024-11-26T19:41:00,A0247,19072.55,web
T00506,2024-01-20T10:21:00,A0410,14489.82,app
T00507,2024-12-15T19:54:00,A0478,21897.81,branch
T00508,2024-05-22T20:28:00,A0571,4419.15,atm
T00509,2024-05-06T19:07:00,A0553,11121.17,web
T00510,2024-07-21T15:03:00,A0361,21995.98,app
T00511,2024-03-05T13:37:00,A0544,11376.22,atm
T00512,2024-03-25T16:59:00,A0648,1331.44,app
T00513,2024-01-24T10:52:00,A0138,18971.74,atm
T00514,2024-06-05T15:49:00,A0157,36291.16,branch
T00515,2024-01-26T20:28:00,A0321,28611.71,web
T00516,2024-06-10T20:49:00,A0775,22083.29,branch
T00517,2024-03-05T20:18:00,A0576,458.12,atm
T00518,2024-05-03T11:28:00,A0479,28863.51,branch
T00519,2024-10-25T09:26:00,A0242,10409.34,branch
T00520,2024-12-17T17:22:00,A0455,35288.67,app
T00521,2024-12-06T10:38:00,A0031,30866.70,branch
T00522,2024-07-22T17:16:00,A0155,2499.26,web
T00523,2024-06-09T15:52:00,A0055,8077.93,atm
T00524,2024-03-27T15:48:00,A0675,37949.63,web
T00525,2024-02-04T11:07:00,A0798,1931.41,web
T00526,2024-01-06T14:48:00,A0789,18408.66,branch
T00527,2024-02-25T10:40:00,A0485,11088.34,web
T00528,2024-02-06T18:25:00,A0043,18316.33,app
T00529,2024-06-25T09:07:00,A0786,27917.21,atm
T00530,2024-05-21T10:17:00,A0251,28830.85,atm
T00531,2024-11-02T17:23:00,A0429,18722.36,branch
T00532,2024-01-08T13:14:00,A0166,40341.69,atm
T00533,2024-06-02T20:18:00,A0475,8392.67,atm
T00534,2024-03-18T10:35:00,A0641,41854.45,branch
T00535,2024-05-10T09:24:00,A0079,17668.41,branch
T00536,2024-08-23T13:25:00,A0403,23280.52,web
T00537,2024-12-07T18:43:00,A0120,39388.70,branch
T00538,2024-02-08T19:26:00,A0431,17522.59,atm
T00539,2024-02-21T13:49:00,A0255,21849.46,app
T00540,2024-04-24T20:53:00,A0174,41717.93,app
T00541,2024-07-14T11:25:00,A0655,36560.88,web
T00542,2024-12-21T10:02:00,A0438,25256.82,branch
T00543,2024-11-26T11:16:00,A0392,18415.29,branch
T00544,2024-09-21T10:06:00,A0295,30303.58,web
T00545,2024-03-06T17:01:00,A0022,32037.32,web
T00546,2024-02-03T11:54:00,A0311,30823.93,web
T00547,2024-03-19T10:37:00,A0422,39174.48,branch
T00548,2024-11-06T14:37:00,A0168,23486.02,web
T00549,2024-11-03T11:30:00,A0479,2487.78,web
T00550,2024-10-16T10:27:00,A0329,17464.81,web
T00551,2024-12-12T10:49:00,A0245,11807.20,branch
T00552,2024-02-20T19:27:00,A0681,31889.68,app
T00553,2024-03-11T13:05:00,A0162,28042.58,atm
T00554,2024-10-24T19:16:00,A0177,24653.58,web
T00555,2024-07-22T16:02:00,A0669,9819.81,atm
T00556,2024-09-12T15:51:00,A0034,24554.56,web
T00557,2024-01-02T20:18:00,A0084,7448.97,branch
T00558,2024-04-23T18:54:00,A0248,10054.59,app
T00559,2024-08-21T17:10:00,A0428,25478.50,atm
T00560,2024-01-20T16:38:00,A0205,6984.67,branch
T00561,2024-06-17T14:03:00,A0272,18310.69,web
T00562,2024-05-09T10:08:00,A0703,26917.86,branch
T00563,2024-12-24T18:30:00,A0222,22524.25,web
T00564,2024-12-18T09:26:00,A0144,37680.22,atm
T00565,2024-09-17T19:49:00,A0224,25234.85,branch
T00566,2024-06-09T09:10:00,A0143,18611.95,atm
T00567,2024-11-18T16:06:00,A0287,22502.70,atm
T00568,2024-06-05T11:47:00,A0175,15685.12,atm
T00569,2024-05-19T17:27:00,A0221,2063.95,atm
T00570,2024-04-06T15:47:00,A0074,8932.89,atm
T00571,2024-07-23T11:21:00,A0064,38717.54,app
T00572,2024-10-26T18:33:00,A0174,31908.27,branch
T00573,2024-11-28T15:13:00,A0324,12782.91,web
T00574,2024-02-20T20:24:00,A0726,28810.13,app
T00575,2024-05-11T19:37:00,A0730,6068.10,atm
T00576,2024-12-06T10:30:00,A0776,3196.95,atm
T00577,2024-09-14T13:52:00,A0274,37878.53,atm
T00578,2024-05-09T16:30:00,A0242,5247.16,branch
T00579,2024-03-11T10:18:00,A0501,19952.88,app
T00580,2024-03-03T11:22:00,A0080,10701.73,atm
T00581,2024-01-08T15:20:00,A0454,17233.03,atm
T00582,2024-12-10T17:15:00,A0094,7862.12,web
T00583,2024-03-20T16:10:00,A0117,11533.37,branch
T00584,2024-06-07T19:54:00,A0245,32670.14,atm
T00585,2024-11-17T19:24:00,A0438,10940.02,branch
T00586,2024-05-16T20:47:00,A0205,35074.82,branch
T00587,2024-05-17T13:58:00,A0569,9174.35,atm
T00588,2024-11-15T15:07:00,A0361,41859.92,atm
T00589,2024-02-28T14:38:00,A0562,18944.39,branch
T00590,2024-01-17T16:39:00,A0231,14834.60,atm
T00591,2024-02-16T17:13:00,A0112,26602.42,web
T00592,2024-06-07T10:57:00,A0448,22170.79,app
T00593,2024-07-12T20:59:00,A0426,29476.86,atm
T00594,2024-02-08T15:05:00,A0294,11366.99,atm
T00595,2024-05-10T19:59:00,A0735,40366.71,app
T00596,2024-11-03T09:09:00,A0173,37256.97,atm
T00597,2024-06-27T17:16:00,A0674,6014.76,branch
T00598,2024-06-14T18:24:00,A0580,1456.08,atm
T00599,2024-08-10T18:32:00,A0649,38592.49,app
T00600,2024-02-07T13:50:00,A0586,40628.83,branch
T00601,2024-03-19T15:08:00,A0458,7294.45,web
T00602,2024-06-07T15:06:00,A0479,4223.80,atm
T00603,2024-07-25T18:02:00,A0299,38621.04,app
T00604,2024-03-05T13:33:00,A0154,635.68,app
T00605,2024-03-16T10:42:00,A0340,730.80,web
T00606,2024-06-08T18:27:00,A0302,36306.01,web
T00607,2024-08-21T13:56:00,A0592,8884.99,web
T00608,2024-02-13T19:59:00,A0374,17094.63,branch
T00609,2024-03-14T16:15:00,A0393,3937.63,app
T00610,2024-04-24T10:37:00,A0096,23778.24,app
T00611,2024-03-12T14:30:00,A0104,10378.33,atm
T00612,2024-07-01T19:53:00,A0430,21045.04,branch
T00613,2024-05-09T13:23:00,A0583,597.78,atm
T00614,2024-01-23T14:08:00,A0180,14430.18,web
T00615,2024-09-10T15:45:00,A0302,1764.31,app
T00616,2024-08-13T10:28:00,A0330,3293.77,web
T00617,2024-12-10T18:24:00,A0391,38898.66,branch
T00618,2024-07-06T19:08:00,A0585,36358.37,web
T00619,2024-08-11T15:35:00,A0186,20728.67,app
T00620,2024-07-16T15:04:00,A0683,24980.03,branch
T00621,2024-01-15T16:08:00,A0050,28049.12,branch
T00622,2024-06-13T15:30:00,A0047,20054.93,branch
T00623,2024-09-15T10:12:00,A0003,14289.41,web
T00624,2024-12-25T16:56:00,A0691,22562.43,app
T00625,2024-02-13T19:57:00,A0364,18728.15,atm
T00626,2024-03-25T09:19:00,A0259,29573.11,web
T00627,2024-06-01T17:18:00,A0579,14122.84,atm
T00628,2024-10-04T16:46:00,A0513,1994.91,atm
T00629,2024-02-06T18:51:00,A0774,6748.53,web
T00630,2024-04-08T16:36:00,A0617,38879.36,atm
T00631,2024-10-25T18:17:00,A0077,16794.40,app
T00632,2024-09-10T15:22:00,A0337,2321.73,app
T00633,2024-11-22T14:01:00,A0670,6481.60,web
T00634,2024-11-02T19:34:00,A0164,24816.59,app
T00635,2024-04-11T14:02:00,A0085,16738.81,web
T00636,2024-03-08T19:49:00,A0396,37166.16,web
T00637,2024-07-05T20:28:00,A0213,19534.96,web
T00638,2024-01-22T16:27:00,A0301,32492.74,atm
T00639,2024-01-27T18:30:00,A0400,1100.32,branch
T00640,2024-11-16T17:46:00,A0537,3203.93,branch
T00641,2024-08-08T13:31:00,A0056,37529.88,app
T00642,2024-02-28T20:42:00,A0772,14250.68,web
T00643,2024-12-15T18:11:00,A0439,6032.85,app
T00644,2024-03-11T10:12:00,A0015,3999.17,web
T00645,2024-09-22T14:13:00,A0019,32849.17,app
T00646,2024-06-21T14:07:00,A0752,22669.17,web
T00647,2024-07-07T10:49:00,A0216,24314.32,atm
T00648,2024-04-15T14:40:00,A0116,31670.88,atm
T00649,2024-11-02T14:25:00,A0705,6785.15,atm
T00650,2024-10-13T19:11:00,A0029,27950.31,app
T00651,2024-01-21T20:10:00,A0314,29428.36,branch
T00652,2024-02-06T10:44:00,A0411,11314.73,branch
T00653,2024-03-14T19:35:00,A0779,34005.80,app
T00654,2024-01-21T10:47:00,A0424,20648.43,branch
T00655,2024-10-20T09:21:00,A0601,16301.93,atm
T00656,2024-01-16T18:41:00,A0055,34499.06,app
T00657,2024-11-07T16:05:00,A0650,28701.16,app
T00658,2024-09-22T19:22:00,A0515,25788.35,app
T00659,2024-04-07T13:02:00,A0607,14155.06,web
T00660,2024-05-18T11:20:00,A0480,1389.53,app
T00661,2024-11-18T17:10:00,A0681,1759.27,web
T00662,2024-06-01T16:34:00,A0137,4741.95,atm
T00663,2024-12-12T18:19:00,A0581,5106.19,web
T00664,2024-07-12T20:54:00,A0214,17207.62,branch
T00665,2024-01-16T20:03:00,A0514,897.75,web
T00666,2024-01-22T15:28:00,A0649,41291.09,app
T00667,2024-05-07T15:22:00,A0620,6969.35,web
T00668,2024-10-08T20:26:00,A0576,30494.27,branch
T00669,2024-04-20T13:20:00,A0311,31197.46,atm
T00670,2024-07-18T09:07:00,A0187,14174.46,branch
T00671,2024-07-11T15:12:00,A0413,19730.81,web
T00672,2024-10-05T15:51:00,A0495,19159.31,web
T00673,2024-12-27T17:39:00,A0521,8466.63,branch
T00674,2024-02-07T19:09:00,A0709,16285.56,branch
T00675,2024-05-13T19:25:00,A0635,37781.19,branch
T00676,2024-10-22T11:17:00,A0004,36094.19,web
T00677,2024-10-12T11:07:00,A0601,8905.46,atm
T00678,2024-02-26T10:01:00,A0571,27957.50,app
T00679,2024-07-01T18:20:00,A0003,36084.89,web
T00680,2024-08-13T18:23:00,A0292,14346.88,atm
T00681,2024-10-25T19:27:00,A0380,2687.50,branch
T00682,2024-12-17T17:39:00,A0557,28370.66,app
T00683,2024-02-28T19:07:00,A0729,20120.63,branch
T00684,2024-08-15T10:22:00,A0040,3682.96,web
T00685,2024-06-14T18:29:00,A0252,11165.27,web
T00686,2024-12-15T20:23:00,A0227,24259.23,atm
T00687,2024-06-01T16:02:00,A0455,10737.42,atm
T00688,2024-01-27T11:23:00,A0736,32006.42,branch
T00689,2024-12-22T19:34:00,A0769,11397.02,app
T00690,2024-08-27T16:02:00,A0418,1636.40,web
T00691,2024-04-06T15:52:00,A0788,19065.28,atm
T00692,2024-06-24T15:59:00,A0184,41200.15,app
T00693,2024-04-19T10:53:00,A0020,10387.30,atm
T00694,2024-06-19T09:22:00,A0366,39649.92,branch
T00695,2024-12-11T14:12:00,A0664,32805.45,app
T00696,2024-05-15T19:58:00,A0250,24321.75,branch
T00697,2024-06-28T15:23:00,A0416,33652.69,app
T00698,2024-08-23T19:10:00,A0043,19451.13,app
T00699,2024-05-01T14:51:00,A0794,11243.80,web
T00700,2024-03-10T18:56:00,A0425,3843.98,branch
T00701,2024-05-19T11:43:00,A0080,40933.26,branch
T00702,2024-09-26T15:15:00,A0344,28719.63,web
T00703,2024-07-20T10:33:00,A0345,15083.64,app
T00704,2024-05-21T11:23:00,A0213,33767.53,atm
T00705,2024-02-14T18:20:00,A0469,6546.57,atm
T00706,2024-08-11T09:14:00,A0242,39679.75,atm
T00707,2024-03-01T14:03:00,A0010,31875.30,atm
T00708,2024-11-24T11:52:00,A0067,26946.31,app
T00709,2024-01-06T20:18:00,A0251,23759.52,app
T00710,2024-07-24T09:47:00,A0689,8631.25,app
T00711,2024-05-09T16:11:00,A0258,16164.61,branch
T00712,2024-11-16T10:58:00,A0735,18358.58,app
T00713,2024-07-02T13:37:00,A0429,28872.45,app
T00714,2024-03-28T09:12:00,A0450,33249.29,app
T00715,2024-06-13T13:31:00,A0786,18365.98,branch
T00716,2024-08-03T20:33:00,A0590,32032.26,branch
T00717,2024-08-25T16:40:00,A0606,35794.77,app
T00718,2024-03-19T14:53:00,A0445,12315.25,web
T00719,2024-02-09T14:01:00,A0505,29633.15,app
T00720,2024-09-18T17:51:00,A0276,32338.26,app
T00721,2024-05-09T14:00:00,A0402,2896.86,atm
T00722,2024-07-27T16:20:00,A0104,13914.75,branch
T00723,2024-06-19T16:38:00,A0527,37829.75,web
T00724,2024-03-13T10:06:00,A0630,1022.36,atm
T00725,2024-08-17T20:50:00,A0415,9191.75,app
T00726,2024-10-07T20:24:00,A0222,2101.19,web
T00727,2024-08-08T19:57:00,A0466,2933.59,branch
T00728,2024-02-11T15:48:00,A0758,27113.71,app
T00729,2024-03-02T09:11:00,A0015,29314.08,atm
T00730,2024-06-20T15:13:00,A0027,30272.04,branch
T00731,2024-08-16T19:42:00,A0167,10378.63,app
T00732,2024-09-24T13:29:00,A0072,18091.26,app
T00733,2024-11-11T11:58:00,A0321,38712.30,web
T00734,2024-03-09T09:08:00,A0373,25555.66,app
T00735,2024-09-15T20:09:00,A0752,10766.76,app
T00736,2024-08-20T20:03:00,A0382,22467.87,atm
T00737,2024-03-13T19:17:00,A0236,26961.21,web
T00738,2024-12-19T15:26:00,A0024,36840.72,app
T00739,2024-01-24T19:27:00,A0042,15579.96,app
T00740,2024-11-25T18:08:00,A0012,34894.82,web
T00741,2024-09-08T13:15:00,A0527,16979.16,app
T00742,2024-05-16T15:25:00,A0706,362.31,branch
T00743,2024-04-14T13:30:00,A0307,5400.51,app
T00744,2024-07-24T20:01:00,A0666,27721.36,branch
T00745,2024-06-07T13:03:00,A0603,16660.48,atm
T00746,2024-01-24T14:05:00,A0573,22797.94,atm
T00747,2024-12-20T11:54:00,A0288,33866.06,app
T00748,2024-10-06T17:22:00,A0619,5143.57,web
T00749,2024-03-16T14:54:00,A0249,36237.95,branch
T00750,2024-10-25T19:18:00,A0753,23954.28,app
T00751,2024-07-07T09:46:00,A0432,4012.53,web
T00752,2024-09-05T09:44:00,A0103,41394.77,atm
T00753,2024-11-28T20:47:00,A0520,30328.32,atm
T00754,2024-05-23T16:52:00,A0297,33233.38,atm
T00755,2024-11-15T11:19:00,A0489,5402.90,web
T00756,2024-08-18T18:06:00,A0188,25838.11,web
T00757,2024-07-06T10:41:00,A0486,32935.84,web
T00758,2024-01-18T20:16:00,A0313,8107.57,app
T00759,2024-10-16T15:46:00,A0524,21066.02,branch
T00760,2024-12-16T15:50:00,A0039,20350.09,atm
T00761,2024-02-24T15:59:00,A0695,5446.71,atm
T00762,2024-07-26T10:48:00,A0751,19052.47,branch
T00763,2024-08-18T17:21:00,A0394,11721.78,web
T00764,2024-11-14T10:21:00,A0385,5711.65,atm
T00765,2024-09-24T09:23:00,A0488,30686.76,web
T00766,2024-03-09T19:15:00,A0229,2976.88,app
T00767,2024-12-16T10:33:00,A0390,38046.13,web
T00768,2024-09-03T20:35:00,A0658,9794.47,app
T00769,2024-01-13T11:35:00,A0145,41910.73,branch
T00770,2024-09-16T15:10:00,A0569,9749.20,web
T00771,2024-04-18T17:01:00,A0387,21676.80,branch
T00772,2024-04-02T10:05:00,A0382,37856.43,atm
T00773,2024-11-05T09:35:00,A0585,26283.65,web
T00774,2024-11-05T14:12:00,A0044,15904.58,web
T00775,2024-06-11T15:53:00,A0138,40597.93,atm
T00776,2024-04-15T18:59:00,A0041,19804.79,atm
T00777,2024-12-18T14:50:00,A0254,16647.30,branch
T00778,2024-03-02T20:27:00,A0641,23483.97,web
T00779,2024-01-26T18:19:00,A0419,5221.39,app
T00780,2024-09-26T17:58:00,A0229,33154.16,web
T00781,2024-11-21T11:02:00,A0383,16591.53,atm
T00782,2024-10-01T20:47:00,A0664,20099.30,web
T00783,2024-11-14T16:54:00,A0020,40921.65,web
T00784,2024-06-08T10:22:00,A0099,2387.86,branch
T00785,2024-10-18T13:19:00,A0339,37641.77,app
T00786,2024-04-06T13:32:00,A0067,40509.89,branch
T00787,2024-05-11T09:29:00,A0741,24811.45,web
T00788,2024-04-07T13:38:00,A0237,17895.16,web
T00789,2024-05-23T15:59:00,A0323,12519.92,atm
T00790,2024-02-07T15:58:00,A0412,39430.39,web
T00791,2024-04-27T09:04:00,A0185,20265.83,web
T00792,2024-09-13T09:48:00,A0681,22819.95,app
T00793,2024-12-16T16:20:00,A0391,13594.38,branch
T00794,2024-10-10T19:10:00,A0354,19832.62,app
T00795,2024-10-23T16:48:00,A0461,13864.80,branch
T00796,2024-07-04T15:24:00,A0597,14273.29,atm
T00797,2024-11-15T11:50:00,A0292,6898.66,web
T00798,2024-05-09T19:38:00,A0644,28406.66,app
T00799,2024-11-17T10:11:00,A0657,20344.08,branch
T00800,2024-06-15T20:33:00,A0354,20666.94,app
T00801,2024-12-17T16:06:00,A0231,3794.56,branch
T00802,2024-09-24T11:56:00,A0727,5796.80,web
T00803,2024-09-17T19:44:00,A0560,29924.23,app
T00804,2024-05-09T09:21:00,A0528,30398.88,atm
T00805,2024-10-25T11:38:00,A0204,19138.21,web
T00806,2024-09-08T15:54:00,A0710,35320.40,branch
T00807,2024-12-21T11:48:00,A0054,18248.30,branch
T00808,2024-02-02T16:48:00,A0698,7654.21,atm
T00809,2024-04-21T15:04:00,A0068,19563.53,branch
T00810,2024-04-27T15:09:00,A0476,10771.55,branch
T00811,2024-12-01T20:47:00,A0211,38483.51,app
T00812,2024-10-19T19:09:00,A0243,29173.02,branch
T00813,2024-09-11T19:15:00,A0733,1261.03,atm
T00814,2024-10-23T13:53:00,A0331,39890.59,atm
T00815,2024-04-09T15:20:00,A0193,22262.28,branch
T00816,2024-02-20T16:07:00,A0356,5599.15,web
T00817,2024-04-27T13:28:00,A0192,27653.85,branch
T00818,2024-02-28T09:05:00,A0010,21318.44,atm
T00819,2024-05-26T20:34:00,A0630,22948.50,app
T00820,2024-04-27T15:24:00,A0237,2338.82,app
T00821,2024-06-01T16:29:00,A0139,11019.77,atm
T00822,2024-02-05T18:02:00,A0319,41363.48,web
T00823,2024-11-28T11:27:00,A0163,11203.83,web
T00824,2024-06-17T11:19:00,A0707,35470.79,web
T00825,2024-07-17T13:55:00,A0025,1020.33,branch
T00826,2024-05-22T20:42:00,A0403,37895.74,app
T00827,2024-01-11T18:17:00,A0343,34886.51,branch
T00828,2024-04-23T18:51:00,A0564,14578.31,branch
T00829,2024-02-25T10:59:00,A0233,11705.15,atm
T00830,2024-02-21T17:16:00,A0106,14528.35,branch
T00831,2024-04-18T10:33:00,A0241,37121.48,atm
T00832,2024-04-21T15:01:00,A0465,1778.17,atm
T00833,2024-02-16T11:32:00,A0613,34528.12,app
T00834,2024-10-23T16:44:00,A0282,25409.73,branch
T00835,2024-11-01T17:32:00,A0385,10566.04,web
T00836,2024-09-23T15:58:00,A0730,27683.08,branch
T00837,2024-09-05T10:05:00,A0351,22503.43,branch
T00838,2024-01-22T13:12:00,A0135,22930.03,web
T00839,2024-11-14T14:16:00,A0346,41744.18,web
T00840,2024-01-26T15:08:00,A0304,40777.43,atm
T00841,2024-01-17T11:44:00,A0344,39173.34,branch
T00842,2024-11-18T20:06:00,A0709,37479.44,atm
T00843,2024-06-18T18:06:00,A0366,36549.87,web
T00844,2024-06-27T11:45:00,A0374,40298.10,branch
T00845,2024-11-28T15:37:00,A0554,25494.98,app
T00846,2024-02-12T14:47:00,A0369,7373.19,app
T00847,2024-11-13T16:24:00,A0041,27650.87,branch
T00848,2024-05-11T17:19:00,A0647,21704.47,web
T00849,2024-10-28T17:36:00,A0069,29507.09,app
T00850,2024-08-16T18:02:00,A0187,16289.11,branch
T00851,2024-08-22T15:55:00,A0033,32373.17,atm
T00852,2024-07-06T20:49:00,A0190,37282.96,branch
T00853,2024-04-19T10:45:00,A0680,25023.03,branch
T00854,2024-08-25T14:37:00,A0772,25321.78,atm
T00855,2024-10-22T20:17:00,A0715,30410.84,app
T00856,2024-09-28T11:53:00,A0448,20230.30,atm
T00857,2024-12-15T17:52:00,A0692,37678.65,web
T00858,2024-03-14T15:56:00,A0764,28207.47,branch
T00859,2024-01-03T11:24:00,A0594,12533.97,atm
T00860,2024-08-07T14:03:00,A0042,34749.51,app
T00861,2024-12-15T11:53:00,A0377,28473.52,app
T00862,2024-09-09T15:01:00,A0541,19248.47,app
T00863,2024-11-16T10:45:00,A0023,41162.35,app
T00864,2024-01-07T09:31:00,A0033,13879.41,web
T00865,2024-06-02T15:49:00,A0131,17019.24,atm
T00866,2024-07-22T14:23:00,A0357,20781.85,web
T00867,2024-04-19T19:51:00,A0248,35160.54,app
T00868,2024-12-04T15:00:00,A0744,8246.57,branch
T00869,2024-04-09T18:39:00,A0451,11825.94,atm
T00870,2024-02-03T10:27:00,A0192,19990.45,app
T00871,2024-11-24T17:13:00,A0461,25436.57,atm
T00872,2024-03-27T09:19:00,A0284,38175.22,atm
T00873,2024-05-28T11:08:00,A0065,6342.06,atm
T00874,2024-03-21T17:37:00,A0124,36007.28,atm
T00875,2024-03-08T11:56:00,A0798,14711.56,app
T00876,2024-10-24T10:07:00,A0540,26543.20,branch
T00877,2024-07-07T14:59:00,A0582,25146.89,web
T00878,2024-10-15T11:51:00,A0036,31093.11,app
T00879,2024-03-07T16:09:00,A0280,21260.17,atm
T00880,2024-05-16T14:36:00,A0617,24635.85,branch
T00881,2024-05-18T18:25:00,A0792,14422.72,web
T00882,2024-11-16T10:17:00,A0247,27850.31,branch
T00883,2024-12-24T16:35:00,A0444,4681.96,web
T00884,2024-09-28T10:31:00,A0049,29585.02,app
T00885,2024-06-27T19:19:00,A0405,38439.81,app
T00886,2024-07-01T15:07:00,A0245,30917.79,atm
T00887,2024-06-04T10:37:00,A0315,8698.22,branch
T00888,2024-08-27T09:24:00,A0552,24532.15,branch
T00889,2024-07-06T14:12:00,A0316,19645.57,branch
T00890,2024-07-22T13:48:00,A0644,22819.83,web
T00891,2024-04-02T15:08:00,A0595,13452.51,app
T00892,2024-11-18T11:07:00,A0575,3419.54,atm
T00893,2024-06-27T09:55:00,A0182,25247.63,branch
T00894,2024-01-06T20:52:00,A0094,36604.00,app
T00895,2024-03-01T14:36:00,A0523,1382.88,branch
T00896,2024-12-11T17:08:00,A0657,28176.99,app
T00897,2024-02-10T10:43:00,A0798,138.24,web
T00898,2024-11-20T11:16:00,A0028,34876.91,atm
T00899,2024-05-04T15:34:00,A0327,16657.59,branch
T00900,2024-06-15T10:38:00,A0226,1347.70,branch
T00901,2024-04-28T10:14:00,A0447,5168.27,web
T00902,2024-07-01T17:42:00,A0746,339.30,web
T00903,2024-03-22T09:45:00,A0780,3720.47,app
T00904,2024-03-24T19:51:00,A0405,38673.49,atm
T00905,2024-09-28T14:38:00,A0279,14979.75,atm
T00906,2024-10-04T19:41:00,A0479,34951.27,web
T00907,2024-02-28T13:42:00,A0013,19659.10,app
T00908,2024-07-16T17:03:00,A0195,33728.66,atm
T00909,2024-03-27T17:41:00,A0575,26594.07,atm
T00910,2024-04-12T09:18:00,A0331,24052.17,web
T00911,2024-05-02T10:37:00,A0758,3667.71,branch
T00912,2024-04-10T11:02:00,A0472,4615.75,atm
T00913,2024-09-05T11:24:00,A0444,11069.96,branch
T00914,2024-03-22T14:30:00,A0286,26703.11,atm
T00915,2024-03-02T11:05:00,A0733,16242.66,branch
T00916,2024-11-11T14:53:00,A0036,16489.66,branch
T00917,2024-12-16T13:49:00,A0793,41995.17,web
T00918,2024-05-21T11:21:00,A0523,34413.32,atm
T00919,2024-07-24T16:23:00,A0048,16896.99,web
T00920,2024-04-19T14:15:00,A0563,1796.30,app
T00921,2024-10-20T15:39:00,A0320,35210.96,branch
T00922,2024-09-08T17:14:00,A0060,11634.14,app
T00923,2024-12-15T10:55:00,A0437,25448.83,atm
T00924,2024-09-19T11:53:00,A0475,12555.39,atm
T00925,2024-01-19T15:26:00,A0136,12822.05,app
T00926,2024-08-25T17:54:00,A0542,4692.24,branch
T00927,2024-02-20T11:13:00,A0451,38021.00,branch
T00928,2024-05-18T13:30:00,A0749,28549.19,branch
T00929,2024-03-04T13:07:00,A0230,15683.94,branch
T00930,2024-01-05T20:52:00,A0641,30372.25,branch
T00931,2024-03-23T09:04:00,A0340,5978.78,branch
T00932,2024-07-10T09:20:00,A0060,38676.65,atm
T00933,2024-11-10T20:20:00,A0619,3473.49,branch
T00934,2024-02-23T13:03:00,A0071,24767.40,branch
T00935,2024-11-13T09:33:00,A0243,32082.28,branch
T00936,2024-10-06T20:41:00,A0314,39911.32,atm
T00937,2024-02-14T11:24:00,A0379,16281.18,app
T00938,2024-07-06T11:58:00,A0036,29015.64,web
T00939,2024-05-09T09:51:00,A0645,22865.66,atm
T00940,2024-04-14T17:54:00,A0451,35885.04,atm
T00941,2024-02-06T11:40:00,A0460,31424.60,web
T00942,2024-12-21T13:30:00,A0772,15770.50,branch
T00943,2024-01-04T11:12:00,A0775,18188.88,atm
T00944,2024-05-06T13:26:00,A0546,8437.93,branch
T00945,2024-12-08T14:32:00,A0463,27406.67,branch
T00946,2024-06-09T20:14:00,A0574,26188.70,app
T00947,2024-03-16T19:31:00,A0386,37619.27,web
T00948,2024-03-14T17:51:00,A0046,5500.39,atm
T00949,2024-05-26T11:22:00,A0161,952.70,atm
T00950,2024-04-16T19:22:00,A0545,20641.47,web
T00951,2024-05-24T14:52:00,A0445,33889.44,app
T00952,2024-04-03T14:44:00,A0680,22525.33,branch
T00953,2024-02-19T20:28:00,A0357,19441.96,branch
T00954,2024-10-18T17:43:00,A0055,35622.95,branch
T00955,2024-11-05T20:40:00,A0369,19152.75,atm
T00956,2024-08-25T18:24:00,A0217,20258.76,atm
T00957,2024-02-16T13:09:00,A0554,291.20,app
T00958,2024-09-05T09:34:00,A0725,14720.92,branch
T00959,2024-06-22T09:27:00,A0750,20682.71,web
T00960,2024-04-13T14:23:00,A0682,38604.66,atm
T00961,2024-01-21T10:32:00,A0570,34068.25,branch
T00962,2024-12-23T19:15:00,A0126,20935.42,web
T00963,2024-01-13T19:21:00,A0111,23333.47,app
T00964,2024-09-04T09:53:00,A0748,13691.55,branch
T00965,2024-01-12T14:15:00,A0321,9176.02,app
T00966,2024-07-06T18:38:00,A0151,4309.87,atm
T00967,2024-09-16T20:26:00,A0518,34078.03,atm
T00968,2024-11-07T11:30:00,A0436,24952.68,branch
T00969,2024-06-04T15:29:00,A0486,16238.64,branch
T00970,2024-11-26T11:49:00,A0671,27169.06,app
T00971,2024-10-26T10:34:00,A0006,20364.79,web
T00972,2024-12-10T16:41:00,A0161,32498.43,atm
T00973,2024-11-06T16:47:00,A0727,37421.86,branch
T00974,2024-08-04T09:39:00,A0256,8274.45,branch
T00975,2024-04-01T20:33:00,A0186,32645.53,app
T00976,2024-03-05T11:51:00,A0268,38660.58,app
T00977,2024-01-07T18:40:00,A0680,18217.47,branch
T00978,2024-05-15T20:28:00,A0212,12511.39,app
T00979,2024-07-17T10:55:00,A0110,39404.59,web
